cust_id,age,gender,location,platform,followers,eng_rate,ad_click_rate,brand_time_week,ugc_shares,monthly_purchases,avg_spend_ghs,trust_score,satisfaction_score,loyalty_score,nps_score,infl_score,promo_sens,brand_switch,satisfaction_cat,infl_cat,follower_segment,eng_rate_scaled,ad_click_rate_scaled,brand_time_week_scaled,ugc_shares_scaled,monthly_purchases_scaled,avg_spend_ghs_scaled,trust_score_scaled,satisfaction_score_scaled,loyalty_score_scaled,nps_score_scaled,infl_score_scaled,Digital_Engagement_Score,Cust_Value_Score,Brand_Rel_Score,Eng_Segment,Value_Segment,Influencer_Tier,Eng_Efficiency,Platform_Loc_Fit,Ugc_Effectiveness,Eng_Trust_Conversion,Click_Purchase_Efficiency,Loyalty_Resilience,Growth_Potential,Profit_Potential,BehaviorType_Score
Cust021,38.0,Male,Rural,Twitter,29224.0,6.56,3.77,112.47,1,7.0,789.5,6.0,6.0,10.0,2.0,9.0,1.0,1.0,Medium,High,20K-50K,0.648,0.759,0.344,1.0,0.75,0.378,0.556,0.556,1.0,0.111,0.889,0.688,1.128,0.556,High_Engager,High_Value_Customer,Macro,0.058,5.342,6.0,0.053,1.468,0.0,1.055,0.627,0.0
Cust095,59.0,Male,Rural,Linkedin,13503.0,0.72,4.46,110.99,1,3.0,1206.28,1.0,10.0,6.0,6.0,2.0,1.0,0.0,High,Low,5K-20K,0.009,0.9,0.339,1.0,0.25,0.593,0.0,1.0,0.556,0.556,0.111,0.562,0.843,0.528,Low_Engager,Standard_Customer,Micro,0.006,4.797,1.0,0.009,0.549,6.0,0.639,0.0,0.0
Cust014,20.0,Female,Rural,Facebook,30846.0,7.81,1.86,285.62,1,2.0,258.06,6.0,1.0,9.0,10.0,6.0,1.0,1.0,Low,Medium,20K-50K,0.785,0.369,0.95,1.0,0.125,0.105,0.556,0.0,0.889,1.0,0.556,0.776,0.23,0.611,High_Engager,Standard_Customer,Mid-Tier,0.027,5.74,6.0,0.021,0.699,0.0,0.427,0.128,0.0
Cust049,31.0,Male,Urban,Instagram,19878.0,7.7,4.44,254.21,1,9.0,1108.56,3.0,5.0,1.0,2.0,9.0,0.0,1.0,Medium,High,5K-20K,0.773,0.896,0.84,1.0,1.0,0.543,0.222,0.444,0.0,0.111,0.889,0.877,1.543,0.194,High_Engager,High_Value_Customer,Macro,0.03,4.715,3.0,0.012,1.654,0.0,1.104,0.343,1.543
Cust053,21.0,Male,Urban,Linkedin,23193.0,0.89,3.81,89.29,0,5.0,1402.75,7.0,10.0,3.0,2.0,6.0,0.0,1.0,High,Medium,20K-50K,0.027,0.767,0.263,0.0,0.5,0.694,0.667,1.0,0.222,0.111,0.556,0.264,1.194,0.5,Low_Engager,High_Value_Customer,Mid-Tier,0.01,4.365,0.0,0.078,1.04,0.0,0.872,0.796,1.194
Cust092,52.0,Male,Urban,Facebook,10993.0,1.18,0.06,123.75,1,6.0,246.55,6.0,6.0,5.0,2.0,10.0,1.0,0.0,Medium,High,5K-20K,0.059,0.002,0.383,1.0,0.625,0.099,0.556,0.556,0.444,0.111,1.0,0.361,0.724,0.417,Low_Engager,Standard_Customer,,0.009,4.851,6.0,0.048,5.66,5.0,0.723,0.403,0.0
Cust091,52.0,Male,Rural,Twitter,4595.0,6.99,4.82,181.08,1,1.0,321.28,2.0,5.0,1.0,6.0,10.0,1.0,0.0,Medium,High,1K-5K,0.696,0.973,0.584,1.0,0.0,0.137,0.111,0.444,0.0,0.556,1.0,0.813,0.137,0.278,High_Engager,Standard_Customer,,0.038,5.342,2.0,0.011,0.172,1.0,0.282,0.015,0.0
Cust021,38.0,Male,Rural,Twitter,29224.0,6.56,3.77,112.47,0,7.0,789.5,6.0,6.0,10.0,2.0,9.0,1.0,1.0,Medium,High,20K-50K,0.648,0.759,0.344,0.0,0.75,0.378,0.556,0.556,1.0,0.111,0.889,0.438,1.128,0.556,High_Engager,High_Value_Customer,Macro,0.058,5.342,0.0,0.053,1.468,0.0,1.055,0.627,0.0
Cust038,21.0,Male,Urban,Twitter,18811.0,5.72,1.47,280.49,1,8.0,1441.88,6.0,2.0,7.0,7.0,4.0,1.0,1.0,Low,Low,5K-20K,0.556,0.29,0.932,1.0,0.875,0.715,0.556,0.111,0.667,0.667,0.333,0.694,1.59,0.5,Medium_Engager,High_Value_Customer,Mid-Tier,0.02,5.301,6.0,0.021,3.239,0.0,1.154,0.884,0.0
Cust026,44.0,Female,Urban,Facebook,37510.0,8.05,1.6,212.47,0,9.0,1664.48,7.0,5.0,2.0,3.0,10.0,0.0,0.0,Medium,High,20K-50K,0.812,0.316,0.694,0.0,1.0,0.829,0.667,0.444,0.111,0.222,1.0,0.456,1.829,0.361,High_Engager,High_Value_Customer,,0.038,4.851,0.0,0.033,3.462,2.0,1.32,1.22,1.829
Cust037,35.0,Male,Rural,Linkedin,33928.0,2.88,2.24,131.29,1,8.0,931.3,10.0,7.0,1.0,10.0,6.0,1.0,0.0,Medium,Medium,20K-50K,0.245,0.447,0.41,1.0,0.875,0.452,1.0,0.667,0.0,1.0,0.556,0.526,1.327,0.667,Low_Engager,High_Value_Customer,Mid-Tier,0.022,4.797,10.0,0.076,2.469,1.0,0.907,1.327,0.0
Cust094,22.0,Female,Urban,Facebook,22486.0,8.53,0.22,180.6680426943654,0,4.0,1465.89,4.0,5.0,6.0,7.0,7.0,1.0,1.0,Medium,Medium,20K-50K,0.864,0.035,0.583,0.0,0.375,0.727,0.333,0.444,0.556,0.667,0.667,0.37,1.102,0.5,High_Engager,High_Value_Customer,Macro,0.047,4.851,0.0,0.022,3.279,0.0,0.906,0.367,0.0
Cust018,47.0,Male,Rural,Instagram,39890.0,0.99,4.29,90.44,0,9.0,1869.23,5.0,8.0,9.0,9.0,6.0,0.0,0.0,High,Medium,20K-50K,0.038,0.865,0.267,0.0,1.0,0.935,0.444,0.778,0.889,0.889,0.556,0.292,1.935,0.75,Low_Engager,High_Value_Customer,Mid-Tier,0.011,6.105,0.0,0.055,1.701,9.0,1.45,0.859,1.935
Cust038,21.0,Male,Urban,Twitter,18811.0,5.72,1.47,280.49,1,8.0,1441.88,9.0,5.0,7.0,7.0,4.0,1.0,1.0,Medium,Low,5K-20K,0.556,0.29,0.932,1.0,0.875,0.715,0.889,0.444,0.667,0.667,0.333,0.694,1.59,0.667,Medium_Engager,High_Value_Customer,Mid-Tier,0.02,5.301,9.0,0.032,3.239,0.0,1.154,1.414,0.0
Cust002,32.0,Male,Urban,Linkedin,40918.0,5.99,0.59,31.4,1,3.0,935.82,5.0,7.0,6.0,2.0,4.0,0.0,1.0,Medium,Low,20K-50K,0.586,0.11,0.06,1.0,0.25,0.454,0.444,0.667,0.556,0.111,0.333,0.439,0.704,0.444,Medium_Engager,Standard_Customer,Mid-Tier,0.185,4.365,5.0,0.154,1.887,0.0,0.6,0.313,0.704
Cust044,37.0,Male,Rural,Linkedin,799.0,5.77,0.46,296.31,0,4.0,742.96,2.0,5.0,8.0,6.0,9.0,0.0,0.0,Medium,High,0-1K,0.562,0.084,0.987,0.0,0.375,0.354,0.111,0.444,0.778,0.556,0.889,0.408,0.729,0.472,Medium_Engager,Standard_Customer,Macro,0.019,4.797,0.0,0.007,2.74,8.0,0.771,0.081,0.729
Cust058,46.0,Male,Rural,Instagram,45781.0,5.17,0.36,299.02,1,8.0,1167.64,1.0,4.0,9.0,4.0,10.0,1.0,1.0,Low,High,20K-50K,0.496,0.063,0.997,1.0,0.875,0.573,0.0,0.333,0.889,0.333,1.0,0.639,1.448,0.389,Medium_Engager,High_Value_Customer,,0.017,6.105,1.0,0.003,5.882,0.0,1.247,0.0,0.0
Cust056,59.0,Male,Rural,Linkedin,34763.0,5.0,0.42,245.74,1,7.0,1016.08,6.0,7.0,1.0,3.0,8.0,0.0,1.0,Medium,High,20K-50K,0.478,0.076,0.81,1.0,0.75,0.495,0.556,0.667,0.0,0.222,0.778,0.591,1.245,0.361,Medium_Engager,High_Value_Customer,Macro,0.02,4.797,6.0,0.024,4.93,0.0,0.903,0.692,1.245
Cust065,48.0,Male,Rural,Facebook,25647.0,0.93,1.85,47.46,1,5.0,1442.42,7.0,3.0,1.0,9.0,8.0,0.0,1.0,Low,High,20K-50K,0.032,0.367,0.116,1.0,0.5,0.715,0.667,0.222,0.0,0.889,0.778,0.379,1.215,0.444,Low_Engager,High_Value_Customer,Macro,0.019,5.74,7.0,0.144,1.754,0.0,0.885,0.81,1.215
Cust091,52.0,Male,Rural,Linkedin,4595.0,6.99,4.82,181.08,1,1.0,321.28,2.0,5.0,1.0,8.0,10.0,1.0,0.0,Medium,High,1K-5K,0.696,0.973,0.584,1.0,0.0,0.137,0.111,0.444,0.0,0.778,1.0,0.813,0.137,0.333,High_Engager,Standard_Customer,,0.038,4.797,2.0,0.011,0.172,1.0,0.282,0.015,0.0
Cust091,52.0,Male,Rural,Twitter,4595.0,6.99,4.82,181.08,1,1.0,321.28,2.0,5.0,1.0,8.0,10.0,1.0,0.0,Medium,High,1K-5K,0.696,0.973,0.584,1.0,0.0,0.137,0.111,0.444,0.0,0.778,1.0,0.813,0.137,0.333,High_Engager,Standard_Customer,,0.038,5.342,2.0,0.011,0.172,1.0,0.282,0.015,0.0
Cust096,56.0,Female,Rural,Linkedin,32197.0,8.24,2.64,159.06,0,1.0,249.31,8.0,4.0,8.0,4.0,4.0,1.0,1.0,Low,Low,20K-50K,0.832,0.529,0.507,0.0,0.0,0.1,0.778,0.333,0.778,0.333,0.333,0.467,0.1,0.556,High_Engager,Standard_Customer,Mid-Tier,0.051,4.797,0.0,0.05,0.275,0.0,0.282,0.078,0.0
Cust025,42.0,Male,Rural,Linkedin,45814.0,3.57,4.13,296.0,1,6.0,1573.95,6.0,3.0,5.0,7.0,1.0,1.0,0.0,Low,Low,20K-50K,0.321,0.833,0.986,1.0,0.625,0.783,0.556,0.222,0.444,0.667,0.0,0.785,1.408,0.472,Medium_Engager,High_Value_Customer,Micro,0.012,4.797,6.0,0.02,1.17,5.0,0.934,0.783,0.0
Cust031,20.0,Male,Urban,Linkedin,43584.0,9.65,0.46,57.16,1,3.0,509.6,5.0,8.0,4.0,8.0,8.0,0.0,1.0,High,High,20K-50K,0.987,0.084,0.15,1.0,0.25,0.234,0.444,0.778,0.333,0.778,0.778,0.555,0.484,0.583,High_Engager,Standard_Customer,Macro,0.166,4.365,5.0,0.086,2.055,0.0,0.513,0.215,0.484
Cust069,40.0,Female,Rural,Instagram,27851.0,8.64,3.77,204.79,1,2.0,1096.14,1.0,8.0,10.0,1.0,8.0,0.0,0.0,High,High,20K-50K,0.876,0.759,0.667,1.0,0.125,0.536,0.0,0.778,1.0,0.0,0.778,0.826,0.661,0.444,High_Engager,Standard_Customer,Macro,0.042,6.105,1.0,0.005,0.419,10.0,0.752,0.0,0.661
Cust031,20.0,Male,Urban,Facebook,43584.0,9.65,0.46,57.16,1,3.0,519.162899999999,5.0,8.0,4.0,8.0,8.0,0.0,1.0,High,High,20K-50K,0.987,0.084,0.15,1.0,0.25,0.239,0.444,0.778,0.333,0.778,0.778,0.555,0.489,0.583,High_Engager,Standard_Customer,Macro,0.166,4.851,5.0,0.086,2.055,0.0,0.516,0.217,0.489
Cust015,39.0,Male,Rural,Instagram,49477.0,2.55,3.88,268.18,0,6.0,1708.92,7.0,9.0,6.0,6.0,6.0,0.0,0.0,High,Medium,20K-50K,0.209,0.782,0.889,0.0,0.625,0.852,0.667,0.889,0.556,0.556,0.556,0.47,1.477,0.667,Low_Engager,High_Value_Customer,Mid-Tier,0.009,6.105,0.0,0.026,1.23,6.0,1.109,0.985,1.477
Cust048,52.0,Female,Urban,Linkedin,6202.0,4.716605783866058,2.21,291.28,0,5.0,496.6,1.0,2.0,8.0,10.0,10.0,1.0,0.0,Low,High,5K-20K,0.447,0.441,0.97,0.0,0.5,0.227,0.0,0.111,0.778,1.0,1.0,0.464,0.727,0.472,Medium_Engager,Standard_Customer,,0.016,4.365,0.0,0.003,1.558,8.0,0.792,0.0,0.0
Cust035,26.0,Male,Urban,Facebook,47302.0,2.15,2.87,220.46,1,6.0,1197.2,9.0,6.0,8.0,5.0,8.0,1.0,0.0,Medium,High,20K-50K,0.165,0.576,0.722,1.0,0.625,0.589,0.889,0.556,0.778,0.444,0.778,0.616,1.214,0.667,Low_Engager,High_Value_Customer,Macro,0.01,4.851,9.0,0.041,1.55,8.0,1.04,1.079,0.0
Cust049,31.0,Male,Urban,Instagram,19878.0,7.7,4.44,254.21,1,9.0,1108.56,3.0,2.0,5.0,2.0,9.0,0.0,1.0,Low,High,5K-20K,0.773,0.896,0.84,1.0,1.0,0.543,0.222,0.111,0.444,0.111,0.889,0.877,1.543,0.222,High_Engager,High_Value_Customer,Macro,0.03,4.715,3.0,0.012,1.654,0.0,1.192,0.343,1.543
Cust087,41.0,Male,Rural,Linkedin,2468.0,1.16,1.87,71.76,0,4.0,876.01,2.0,10.0,8.0,5.0,10.0,0.0,0.0,High,High,1K-5K,0.057,0.371,0.201,0.0,0.375,0.423,0.111,1.0,0.778,0.444,1.0,0.157,0.798,0.583,Low_Engager,Standard_Customer,,0.016,4.797,0.0,0.027,1.394,8.0,0.834,0.089,0.798
Cust026,44.0,Female,Urban,Facebook,37510.0,8.05,1.6,212.47,1,9.0,1664.48,7.0,1.0,2.0,3.0,10.0,0.0,0.0,Low,High,20K-50K,0.812,0.316,0.694,1.0,1.0,0.829,0.667,0.0,0.111,0.222,1.0,0.706,1.829,0.25,High_Engager,High_Value_Customer,,0.038,4.851,7.0,0.033,3.462,2.0,1.32,1.22,1.829
Cust011,53.0,Male,Urban,Twitter,10777.0,3.92,4.03,271.34,0,7.0,972.67,3.0,2.0,10.0,10.0,1.0,1.0,1.0,Low,Low,5K-20K,0.359,0.812,0.9,0.0,0.75,0.473,0.222,0.111,1.0,1.0,0.0,0.518,1.223,0.583,Medium_Engager,High_Value_Customer,Micro,0.014,5.301,0.0,0.011,1.392,0.0,0.934,0.272,0.0
Cust012,57.0,Male,Urban,Linkedin,5995.0,1.71,4.95,23.18,0,3.0,1231.9,8.0,7.0,6.0,5.0,10.0,1.0,1.0,Medium,High,5K-20K,0.117,1.0,0.031,0.0,0.25,0.606,0.778,0.667,0.556,0.444,1.0,0.287,0.856,0.611,Low_Engager,Standard_Customer,,0.071,4.365,0.0,0.331,0.504,0.0,0.825,0.666,0.0
Cust036,56.0,Male,Rural,Facebook,32735.0,1.99,3.16,187.89,0,2.0,1381.82,5.0,5.0,4.0,8.0,9.0,0.0,1.0,Medium,High,20K-50K,0.148,0.635,0.608,0.0,0.125,0.684,0.444,0.444,0.333,0.778,0.889,0.348,0.809,0.5,Low_Engager,Standard_Customer,Macro,0.011,5.74,0.0,0.026,0.481,0.0,0.73,0.359,0.809
Cust005,56.0,Male,Rural,Linkedin,17529.0,5.66,4.39,161.7,1,6.0,443.37,8.0,10.0,5.0,9.0,3.0,0.0,0.0,High,Low,5K-20K,0.55,0.886,0.516,1.0,0.625,0.2,0.778,1.0,0.444,0.889,0.222,0.738,0.825,0.778,Medium_Engager,Standard_Customer,Micro,0.035,4.797,8.0,0.049,1.113,5.0,0.628,0.642,0.825
Cust019,55.0,Female,Rural,Instagram,42019.0,5.55,2.14,64.56,0,7.0,1982.31,6.0,7.0,5.0,3.0,7.0,0.0,1.0,Medium,Medium,20K-50K,0.538,0.427,0.176,0.0,0.75,0.993,0.556,0.667,0.444,0.222,0.667,0.285,1.743,0.472,Medium_Engager,High_Value_Customer,Macro,0.085,6.105,0.0,0.092,2.229,0.0,1.268,0.969,1.743
Cust092,52.0,Male,Urban,Facebook,10993.0,4.716605783866058,0.06,123.75,1,6.0,246.55,6.0,6.0,7.0,2.0,10.0,1.0,0.0,Medium,High,5K-20K,0.447,0.002,0.383,1.0,0.625,0.099,0.556,0.556,0.667,0.111,1.0,0.458,0.724,0.473,Medium_Engager,Standard_Customer,,0.038,4.851,6.0,0.048,5.66,7.0,0.768,0.403,0.0
Cust002,32.0,Male,Urban,Linkedin,40918.0,5.99,0.59,31.4,1,3.0,935.82,5.0,7.0,6.0,2.0,4.0,0.0,1.0,Medium,Low,20K-50K,0.586,0.11,0.06,1.0,0.25,0.454,0.444,0.667,0.556,0.111,0.333,0.439,0.704,0.444,Medium_Engager,Standard_Customer,Mid-Tier,0.185,4.365,5.0,0.154,1.887,0.0,0.6,0.313,0.704
Cust068,38.0,Female,Rural,Facebook,884.0,5.28,4.93,76.31,1,6.0,250.69,9.0,6.0,8.0,5.0,3.0,1.0,1.0,Medium,Low,0-1K,0.508,0.996,0.217,1.0,0.625,0.101,0.889,0.556,0.778,0.444,0.222,0.68,0.726,0.667,Medium_Engager,Standard_Customer,Micro,0.068,5.74,9.0,0.116,1.012,0.0,0.636,0.645,0.0
Cust033,24.0,Female,Urban,Instagram,36312.0,7.11,4.75,248.54,1,2.0,1820.34,10.0,4.0,5.0,2.0,3.0,0.0,0.0,Low,Low,20K-50K,0.709,0.959,0.82,1.0,0.125,0.91,1.0,0.333,0.444,0.111,0.222,0.872,1.035,0.472,High_Engager,High_Value_Customer,Micro,0.028,4.715,10.0,0.04,0.348,5.0,0.754,1.035,1.035
Cust014,20.0,Female,Rural,Facebook,30846.0,7.81,1.86,172.20160605372888,1,2.0,258.06,6.0,1.0,9.0,10.0,8.0,1.0,1.0,Low,High,20K-50K,0.785,0.369,0.553,1.0,0.125,0.105,0.556,0.0,0.889,1.0,0.778,0.677,0.23,0.611,High_Engager,Standard_Customer,Macro,0.045,5.74,6.0,0.035,0.699,0.0,0.471,0.128,0.0
Cust068,31.0,Female,Rural,Linkedin,884.0,5.28,4.93,76.31,1,6.0,250.69,9.0,6.0,8.0,5.0,3.0,1.0,1.0,Medium,Low,0-1K,0.508,0.996,0.217,1.0,0.625,0.101,0.889,0.556,0.778,0.444,0.222,0.68,0.726,0.667,Medium_Engager,Standard_Customer,Micro,0.068,4.797,9.0,0.116,1.012,0.0,0.636,0.645,0.0
Cust082,24.0,Male,Rural,Facebook,23455.0,9.44,0.59,178.75793198885594,1,5.0,1218.11,8.0,7.0,1.0,9.0,10.0,0.0,0.0,Medium,High,20K-50K,0.964,0.11,0.576,1.0,0.5,0.599,0.778,0.667,0.0,0.889,1.0,0.662,1.099,0.584,High_Engager,High_Value_Customer,,0.053,5.74,8.0,0.045,3.145,1.0,0.859,0.855,1.099
Cust082,38.0,Male,Rural,Facebook,23455.0,9.44,0.59,48.86,1,5.0,1218.11,8.0,7.0,1.0,9.0,10.0,0.0,0.0,Medium,High,20K-50K,0.964,0.11,0.121,1.0,0.5,0.599,0.778,0.667,0.0,0.889,1.0,0.549,1.099,0.584,High_Engager,High_Value_Customer,,0.189,5.74,8.0,0.16,3.145,1.0,0.859,0.855,1.099
Cust051,53.0,Female,Rural,Facebook,34684.0,1.6,0.59,145.92,1,5.0,698.9899999999997,8.0,5.0,4.0,3.0,9.0,1.0,0.0,Medium,High,20K-50K,0.105,0.11,0.461,1.0,0.5,0.332,0.778,0.444,0.333,0.222,0.889,0.419,0.832,0.444,Low_Engager,Standard_Customer,Macro,0.011,5.74,8.0,0.054,3.145,4.0,0.744,0.647,0.0
Cust056,59.0,Male,Rural,Linkedin,34763.0,5.0,2.5292395308310596,245.74,1,7.0,1016.08,5.0,7.0,1.0,3.0,8.0,0.0,1.0,Medium,High,20K-50K,0.478,0.506,0.81,1.0,0.75,0.495,0.444,0.667,0.0,0.222,0.778,0.698,1.245,0.333,Medium_Engager,High_Value_Customer,Macro,0.02,4.797,5.0,0.02,1.983,0.0,0.903,0.553,1.245
Cust087,41.0,Male,Rural,Linkedin,2468.0,1.16,1.87,71.76,0,4.0,876.01,2.0,10.0,8.0,6.0,10.0,0.0,0.0,High,High,1K-5K,0.057,0.371,0.201,0.0,0.375,0.423,0.111,1.0,0.778,0.556,1.0,0.157,0.798,0.611,Low_Engager,Standard_Customer,,0.016,4.797,0.0,0.027,1.394,8.0,0.834,0.089,0.798
Cust084,41.0,Female,Urban,Facebook,24476.0,9.63,3.73,228.99,0,6.0,1920.2,2.0,6.0,9.0,4.0,6.0,0.0,0.0,Medium,Medium,20K-50K,0.985,0.751,0.752,0.0,0.625,0.961,0.111,0.556,0.889,0.333,0.556,0.622,1.586,0.472,High_Engager,High_Value_Customer,Mid-Tier,0.042,4.851,0.0,0.009,1.268,9.0,1.241,0.176,1.586
Cust086,25.0,Female,Rural,Linkedin,4880.0,2.36,4.81,214.18,0,3.0,493.33,3.0,4.0,1.0,5.0,5.0,0.0,1.0,Low,Medium,1K-5K,0.188,0.971,0.7,0.0,0.25,0.226,0.222,0.333,0.0,0.444,0.444,0.465,0.476,0.25,Low_Engager,Standard_Customer,Mid-Tier,0.011,4.797,0.0,0.014,0.516,0.0,0.374,0.106,0.476
Cust034,38.0,Male,Urban,Linkedin,43625.0,4.39,4.75,285.44,1,3.97,666.58,4.0,5.0,5.0,3.0,6.0,0.0,0.0,Medium,Medium,20K-50K,0.411,0.959,0.949,1.0,0.371,0.315,0.333,0.444,0.444,0.222,0.556,0.83,0.686,0.361,Medium_Engager,Standard_Customer,Mid-Tier,0.015,4.365,4.0,0.014,0.69,5.0,0.612,0.228,0.686
Cust095,59.0,Male,Rural,Linkedin,13503.0,0.72,4.46,110.99,1,3.0,1206.28,1.0,10.0,6.0,4.0,2.0,1.0,0.0,High,Low,5K-20K,0.009,0.9,0.339,1.0,0.25,0.593,0.0,1.0,0.556,0.333,0.111,0.562,0.843,0.472,Low_Engager,Standard_Customer,Micro,0.006,4.797,1.0,0.009,0.549,6.0,0.639,0.0,0.0
Cust073,35.0,Male,Rural,Instagram,40211.0,6.6,2.6017910393006707,204.76,0,6.0,1029.46,8.0,7.0,3.0,2.0,6.0,1.0,0.0,Medium,Medium,20K-50K,0.653,0.521,0.667,0.0,0.625,0.502,0.778,0.667,0.222,0.111,0.556,0.46,1.127,0.444,High_Engager,High_Value_Customer,Mid-Tier,0.032,6.105,0.0,0.039,1.666,3.0,0.832,0.877,0.0
Cust019,38.0,Female,Rural,Instagram,42019.0,5.55,2.14,64.56,0,7.0,1982.31,10.0,7.0,5.0,3.0,7.0,0.0,1.0,Medium,Medium,20K-50K,0.538,0.427,0.176,0.0,0.75,0.993,1.0,0.667,0.444,0.222,0.667,0.285,1.743,0.583,Medium_Engager,High_Value_Customer,Macro,0.085,6.105,0.0,0.153,2.229,0.0,1.268,1.743,1.743
Cust096,38.0,Female,Rural,Linkedin,32197.0,8.24,2.64,159.06,0,1.0,249.31,8.0,4.0,8.0,4.0,4.0,1.0,0.0,Low,Low,20K-50K,0.832,0.529,0.507,0.0,0.0,0.1,0.778,0.333,0.778,0.333,0.333,0.467,0.1,0.556,High_Engager,Standard_Customer,Mid-Tier,0.051,4.797,0.0,0.05,0.275,8.0,0.282,0.078,0.0
Cust045,45.0,Female,Urban,Linkedin,290.0,6.31,2.47,53.62,0,2.0,813.39,7.0,3.0,6.0,9.0,6.0,0.0,0.0,Low,Medium,0-1K,0.621,0.494,0.138,0.0,0.125,0.391,0.667,0.222,0.556,0.889,0.556,0.313,0.516,0.584,High_Engager,Standard_Customer,Mid-Tier,0.116,4.365,0.0,0.128,0.576,6.0,0.532,0.344,0.516
Cust015,39.0,Male,Rural,Instagram,49477.0,2.55,3.88,268.18,0,6.0,1708.92,7.0,5.0,6.0,7.0,6.0,0.0,0.0,Medium,Medium,20K-50K,0.209,0.782,0.889,0.0,0.625,0.852,0.667,0.444,0.556,0.667,0.556,0.47,1.477,0.584,Low_Engager,High_Value_Customer,Mid-Tier,0.009,6.105,0.0,0.026,1.23,6.0,1.109,0.985,1.477
Cust030,32.0,Female,Rural,Instagram,18689.0,0.74,4.53,208.57,1,4.0,413.49,9.0,8.0,5.0,1.0,1.0,0.0,1.0,High,Low,5K-20K,0.011,0.914,0.68,1.0,0.375,0.185,0.889,0.778,0.444,0.0,0.0,0.651,0.56,0.528,Low_Engager,Standard_Customer,Micro,0.004,6.105,9.0,0.043,0.723,0.0,0.425,0.498,0.56
Cust013,41.0,Female,Rural,Facebook,19838.0,5.46,2.06,91.48,0,7.0,1598.86,9.0,8.0,5.0,6.0,3.0,1.0,1.0,High,Low,5K-20K,0.528,0.41,0.27,0.0,0.75,0.796,0.889,0.778,0.444,0.556,0.222,0.302,1.546,0.667,Medium_Engager,High_Value_Customer,Micro,0.059,5.74,0.0,0.097,2.288,0.0,1.061,1.374,0.0
Cust019,55.0,Female,Rural,Instagram,42019.0,5.55,2.14,64.56,0,7.0,1982.31,10.0,7.0,5.0,3.0,7.0,0.0,1.0,Medium,Medium,20K-50K,0.538,0.427,0.176,0.0,0.75,0.993,1.0,0.667,0.444,0.222,0.667,0.285,1.743,0.583,Medium_Engager,High_Value_Customer,Macro,0.085,6.105,0.0,0.153,2.229,0.0,1.268,1.743,1.743
Cust075,43.0,Female,Urban,Twitter,5901.0,6.06,4.53,233.97,0,8.0,998.3999999999987,7.0,2.0,5.0,2.0,8.0,1.0,1.0,Low,High,5K-20K,0.594,0.914,0.769,0.0,0.875,0.486,0.667,0.111,0.444,0.111,0.778,0.569,1.361,0.333,High_Engager,High_Value_Customer,Macro,0.026,5.301,0.0,0.03,1.447,0.0,1.061,0.908,0.0
Cust013,41.0,Female,Rural,Facebook,25647.0,5.46,2.06,91.48,0,7.0,1598.86,9.0,8.0,5.0,6.0,3.0,1.0,1.0,High,Low,20K-50K,0.528,0.41,0.27,0.0,0.75,0.796,0.889,0.778,0.444,0.556,0.222,0.302,1.546,0.667,Medium_Engager,High_Value_Customer,Micro,0.059,5.74,0.0,0.097,2.288,0.0,1.061,1.374,0.0
Cust080,18.0,Female,Rural,Facebook,10747.0,4.85,0.28,264.23,0,8.0,1152.74,3.0,5.0,5.0,9.0,9.0,1.0,1.0,Medium,High,5K-20K,0.461,0.047,0.875,0.0,0.875,0.566,0.222,0.444,0.444,0.889,0.889,0.346,1.441,0.5,Medium_Engager,High_Value_Customer,Macro,0.018,5.74,0.0,0.011,6.25,0.0,1.131,0.32,0.0
Cust080,18.0,Female,Rural,Facebook,10747.0,4.85,0.28,264.23,0,8.0,1152.74,3.0,2.0,5.0,9.0,9.0,1.0,1.0,Low,High,5K-20K,0.461,0.047,0.875,0.0,0.875,0.566,0.222,0.111,0.444,0.889,0.889,0.346,1.441,0.416,Medium_Engager,High_Value_Customer,Macro,0.018,5.74,0.0,0.011,6.25,0.0,1.131,0.32,0.0
Cust078,46.0,Female,Urban,Linkedin,38854.0,4.19,2.663242060749675,170.05,1,9.0,73.8,3.0,9.0,2.0,1.0,1.0,1.0,0.0,High,Low,20K-50K,0.389,0.533,0.545,1.0,1.0,0.01,0.222,0.889,0.111,0.0,0.0,0.617,1.01,0.306,Medium_Engager,High_Value_Customer,Micro,0.024,4.365,3.0,0.018,2.457,2.0,0.628,0.224,0.0
Cust029,33.0,Male,Rural,Facebook,8308.0,1.25,0.05,246.0,0,9.0,1659.01,5.0,3.0,3.0,6.0,2.0,1.0,1.0,Low,Low,5K-20K,0.067,0.0,0.811,0.0,1.0,0.827,0.444,0.222,0.222,0.556,0.111,0.22,1.827,0.361,Low_Engager,High_Value_Customer,Micro,0.005,5.74,0.0,0.02,8.571,0.0,1.163,0.811,0.0
Cust006,36.0,Female,Rural,Linkedin,6993.0,3.22,3.68,192.53,0,7.0,1133.7851000000014,6.0,3.0,9.0,10.0,10.0,1.0,0.0,Low,High,5K-20K,0.283,0.741,0.624,0.0,0.75,0.556,0.556,0.222,0.889,1.0,1.0,0.412,1.306,0.667,Medium_Engager,High_Value_Customer,,0.017,4.797,0.0,0.031,1.496,9.0,1.161,0.726,0.0
